State,Weather,Budget Level,Budget (INR),Transportation Options,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Food Cost (INR),Hotel Cost (INR)
0,0,0,11879,1,10,16,2,4.8,1,3,0,1,1,1132,4193
0,3,1,26338,1,10,56,2,3.6,0,3,0,1,2,653,3
4,1,0,27848,0,12,77,2,4.8,2,6,1,0,2,1242,4938
0,2,2,49820,0,10,22,2,4.0,0,3,2,0,1,1371,3664
2,0,0,42376,1,6,36,1,4.3,1,5,0,1,0,1114,3
1,1,1,25373,1,3,14,1,4.6,0,0,0,1,2,1615,3
3,1,2,17903,0,5,68,1,3.6,2,4,1,0,2,745,3
4,1,2,42653,1,12,68,0,3.9,1,6,0,1,1,1985,3
2,0,0,29359,0,6,0,0,4.7,1,5,1,0,1,1213,3237
0,2,1,31806,1,13,9,1,4.6,2,3,2,0,2,1853,2075
6,3,1,37123,1,11,74,0,4.4,0,1,2,1,1,665,2745
3,1,2,42303,0,0,68,0,4.2,1,4,2,1,2,1968,1690
6,0,1,10951,1,11,68,0,4.7,2,1,2,0,0,1899,2393
1,3,0,35450,1,3,34,2,4.6,2,0,2,0,2,1611,1581
6,1,0,49332,0,8,26,0,4.1,0,1,2,1,0,1950,3415
0,2,0,21957,1,13,32,2,3.9,2,3,2,1,1,1254,3
2,3,0,12757,0,2,14,0,4.6,2,5,0,0,2,670,3
6,1,0,30073,0,11,5,0,3.6,0,1,2,0,0,1910,4932
5,3,2,31712,0,4,51,2,4.2,2,2,1,0,0,1049,2344
5,1,0,35443,1,4,51,2,4.1,0,2,2,0,0,888,2867
6,2,2,47245,0,11,68,1,4.7,0,1,1,1,2,911,4545
6,1,2,14609,1,11,49,2,4.5,0,1,1,1,0,579,3
5,0,0,25146,1,1,71,0,3.9,0,2,2,0,2,1492,3
3,0,2,20933,0,0,28,2,4.2,0,4,0,0,0,1553,3417
6,3,1,42319,1,8,18,2,4.8,0,1,1,1,0,1007,3
0,2,0,25663,1,13,69,1,4.4,2,3,2,1,2,1579,3825
4,0,0,17991,0,9,68,1,4.7,0,6,0,1,0,1088,3
3,0,0,47101,1,0,81,0,4.9,0,4,2,1,0,1659,3147
6,0,2,46357,0,11,83,0,3.6,0,1,2,0,0,1290,2670
3,1,2,23449,1,0,73,0,3.5,1,4,1,0,1,697,1547
4,1,2,28583,1,12,20,1,3.9,1,6,1,1,1,1312,3626
0,0,0,20870,1,13,47,1,3.9,0,3,0,0,1,772,3201
1,2,1,12229,0,3,72,0,4.3,1,0,2,1,2,1641,3
2,0,1,32032,1,6,25,2,4.4,2,5,2,0,2,1496,4074
2,2,1,9710,0,2,51,2,4.0,0,5,2,0,0,1709,4533
1,1,1,16300,1,3,68,2,3.9,2,0,2,1,1,823,4455
5,1,1,41516,0,1,61,0,4.0,2,2,0,0,0,768,1331
1,0,2,34396,1,3,25,0,4.7,2,0,2,0,2,1839,1014
3,2,1,19603,1,5,31,2,4.3,2,4,0,0,2,1105,3
3,2,1,38871,1,5,77,1,4.9,2,4,0,0,2,1389,1829
1,1,2,26712,0,7,56,1,4.2,0,0,1,0,1,1922,4335
5,2,1,27837,0,1,40,1,4.9,0,2,2,1,0,1656,4503
6,0,2,17316,1,11,13,1,4.8,1,1,2,1,1,1857,4231
1,2,1,43525,0,7,68,1,3.8,2,0,1,0,1,1083,3
6,3,0,6570,0,8,40,2,4.7,2,1,2,0,0,2000,2530
2,2,1,24999,0,6,48,1,4.6,2,5,1,1,2,1087,4065
0,3,0,47224,1,10,69,2,3.8,2,3,0,1,1,625,2989
3,3,0,31073,1,0,14,2,4.7,1,4,1,1,0,1412,3793
3,1,2,24446,0,0,57,0,4.6,0,4,1,0,2,894,2153
5,0,1,9482,0,4,27,1,4.1,0,2,1,0,2,831,3796
4,2,2,34330,0,12,39,2,4.9,0,6,2,1,1,1183,3
2,2,0,17651,1,6,1,1,4.8,1,5,0,1,2,879,3430
2,1,0,13003,1,2,75,2,4.2,0,5,2,0,1,842,2599
4,2,1,16963,1,12,17,1,5.0,2,6,2,1,1,629,3
3,0,1,7602,1,0,34,2,4.0,1,4,1,1,2,1064,3
5,2,0,34299,0,1,51,1,4.5,2,2,0,1,1,1850,3383
0,2,1,13260,0,13,7,1,3.6,1,3,1,1,2,844,2048
2,0,2,25044,0,2,34,2,4.1,0,5,2,0,1,1718,2378
1,3,1,19138,1,3,64,1,3.6,1,0,0,0,1,1491,3
6,0,0,25159,0,11,17,0,4.8,1,1,1,0,1,909,3604
4,0,0,41751,1,12,64,0,3.7,2,6,1,0,0,1980,3646
0,1,0,34148,0,13,34,1,3.6,1,3,0,0,1,1263,2520
0,3,0,6448,1,13,0,1,4.3,2,3,0,1,0,1744,2015
6,2,0,40772,0,8,68,1,3.9,1,1,1,1,0,1580,3
6,3,1,6427,1,11,79,0,4.7,2,1,0,0,0,1701,3113
5,0,2,23961,1,1,64,0,4.3,0,2,2,0,2,538,2601
4,0,2,39573,0,9,34,0,4.7,0,6,1,0,0,1941,4362
6,1,1,31936,1,11,47,0,5.0,0,1,1,0,0,1417,3346
4,1,1,5827,0,12,57,1,4.7,0,6,0,0,2,1103,1871
6,2,0,22245,1,8,60,2,4.9,1,1,2,1,2,1566,3
3,3,2,7726,1,5,66,1,4.4,1,4,1,1,1,900,3
2,3,1,24131,0,2,65,0,4.4,2,5,0,0,0,554,3
2,2,1,14143,0,6,79,2,3.8,0,5,0,0,2,1240,2354
6,2,2,18971,1,8,27,2,3.9,1,1,2,0,0,905,3
6,0,1,42422,1,11,39,1,3.8,2,1,1,0,2,1020,3
3,3,1,39516,1,0,43,1,3.9,1,4,0,0,2,1524,3
6,2,0,10634,1,11,27,1,3.6,2,1,1,0,2,932,1683
3,0,1,49250,0,5,68,2,3.5,1,4,0,1,0,1762,3
0,2,0,34494,0,10,68,1,3.7,1,3,1,0,0,654,3
0,2,0,46407,1,10,70,2,4.6,0,3,1,0,2,605,1741
2,2,2,48471,1,2,6,0,3.9,0,5,0,0,1,1837,4980
3,3,1,46132,1,0,1,0,3.8,2,4,1,1,1,1431,2801
5,0,2,42155,1,4,60,1,4.5,0,2,2,0,2,527,1143
0,1,2,37366,0,13,17,2,4.4,2,3,1,1,1,1225,1186
4,3,1,23574,0,12,44,1,4.4,1,6,2,0,1,1545,3
5,3,1,19011,0,1,34,2,4.1,1,2,2,1,1,1217,3
0,2,0,40908,0,13,66,0,3.7,1,3,1,1,1,985,3
2,1,0,23098,0,6,17,0,4.9,2,5,0,1,1,918,4370
2,2,2,18276,1,2,22,2,5.0,1,5,1,1,2,1692,2688
1,3,2,24695,1,7,20,0,4.0,2,0,0,0,1,920,3
1,2,1,19085,0,7,34,2,4.0,0,0,0,1,1,1524,3835
2,1,1,10599,0,2,52,2,4.4,0,5,2,0,1,1222,3
0,0,1,16093,0,10,20,0,4.1,2,3,0,0,2,1872,3
4,1,2,8484,1,12,69,0,4.3,2,6,2,1,0,664,2872
4,3,2,22761,1,12,26,0,4.8,1,6,1,1,0,1875,4702
5,3,2,23979,0,1,5,2,4.4,1,2,0,0,1,1889,3440
1,2,0,13749,0,3,34,2,4.8,1,0,2,0,0,948,4501
4,3,1,42517,1,9,6,1,4.7,2,6,1,0,1,1772,1833
3,0,0,48332,0,5,35,1,3.9,0,4,1,1,1,1994,3826
5,1,0,16435,1,4,51,1,4.6,2,2,0,1,0,1568,3503
5,3,1,46283,1,4,52,0,3.8,0,2,2,1,0,682,3227
0,0,2,8476,1,10,44,0,4.9,2,3,1,1,0,1901,2903
4,3,2,32105,0,9,72,1,4.6,0,6,2,0,0,1193,1232
1,1,0,45549,0,3,34,2,4.5,2,0,1,1,0,1186,3559
4,2,0,15801,0,12,69,0,4.7,1,6,0,0,1,1651,3695
1,3,0,39132,0,3,51,2,4.3,1,0,1,1,1,531,2775
2,2,0,5253,0,6,68,0,3.7,0,5,1,1,1,1218,3
4,2,0,15250,1,12,26,1,4.5,2,6,2,1,1,1956,3
2,1,2,29986,1,2,68,1,4.8,0,5,2,1,1,1682,3
2,3,1,17165,0,2,68,0,4.2,0,5,2,1,2,644,2651
6,3,1,46861,0,11,9,1,4.4,0,1,0,1,0,1974,3
2,2,1,48898,0,2,68,1,3.8,0,5,0,1,2,1091,4317
5,1,0,44373,1,1,18,2,4.9,1,2,1,1,0,1262,3550
6,3,2,27616,1,11,0,2,4.9,1,1,2,1,2,845,3892
6,0,1,31092,0,11,37,0,4.4,2,1,1,1,1,661,3043
3,2,1,29962,0,5,0,2,3.9,1,4,1,0,2,1126,1318
4,3,2,45651,0,12,64,0,3.7,1,6,1,0,0,1985,3
0,1,0,10839,0,10,9,2,5.0,2,3,0,0,2,1640,3644
2,1,2,11736,0,2,11,1,4.4,1,5,0,1,0,1474,1872
0,1,2,11703,1,13,26,2,4.0,0,3,0,1,2,949,2626
3,2,1,40448,0,0,16,2,3.6,0,4,2,0,0,1653,2202
2,2,0,42989,1,2,67,2,4.3,2,5,0,0,1,1055,2026
2,2,0,20871,0,6,51,1,4.8,0,5,2,1,1,531,3871
2,0,2,18970,1,6,73,0,3.8,0,5,0,0,1,1977,3860
0,0,2,7830,0,13,0,1,4.9,2,3,2,1,1,1886,3788
3,0,1,15963,0,5,0,1,4.9,0,4,2,0,0,1985,2971
5,0,0,27067,0,4,60,2,4.9,0,2,0,1,0,1734,2645
6,1,2,14265,1,11,5,0,3.6,0,1,2,1,0,1017,3
2,0,0,24152,0,2,54,1,4.2,2,5,0,1,2,1685,3
3,1,2,42246,1,5,6,0,4.3,1,4,2,0,2,1187,4864
1,0,1,36250,1,3,68,2,4.5,2,0,2,0,1,1907,2414
4,0,0,48729,0,9,35,1,4.0,0,6,0,1,0,887,2226
3,2,0,41348,1,5,76,2,4.6,1,4,1,1,0,1369,3146
1,1,2,38273,1,3,69,0,4.7,0,0,2,1,2,1050,1807
0,3,2,22058,0,13,10,1,4.1,2,3,1,0,2,1554,3
6,0,1,23829,1,8,71,1,5.0,2,1,0,1,2,1073,2113
3,1,0,20171,1,5,70,2,4.5,0,4,2,1,1,1804,2113
4,2,1,26704,0,9,30,1,4.0,0,6,0,0,1,1181,3
5,0,2,44633,0,4,1,2,4.0,1,2,2,1,0,1391,4874
6,1,2,19347,0,8,26,2,4.9,2,1,2,0,1,1237,2828
0,2,2,22903,1,10,11,0,3.6,2,3,0,0,1,1028,3768
2,0,0,24417,1,2,69,2,3.7,2,5,2,1,0,1071,3605
1,2,0,21029,0,3,70,1,4.4,2,0,2,0,1,1893,3
0,1,1,7304,0,10,34,0,4.8,0,3,2,1,1,1600,4554
0,3,0,25310,1,13,77,2,3.8,1,3,2,1,1,644,1190
6,2,1,19334,0,8,25,0,4.1,0,1,0,1,1,1618,2018
5,3,2,28151,1,1,56,0,3.5,0,2,1,0,2,1665,3572
1,0,0,33400,0,7,74,1,4.1,0,0,2,1,2,920,3613
4,2,0,13218,0,12,68,1,4.1,0,6,2,1,0,1887,1490
2,2,0,28809,0,6,0,1,4.5,2,5,1,0,2,1466,3
4,0,2,17951,0,12,51,2,4.2,2,6,1,1,2,807,3
5,2,2,15125,0,1,43,1,4.0,0,2,0,1,1,1031,2891
1,3,2,40071,1,7,34,1,4.3,1,0,0,0,0,683,3
0,2,1,47446,0,10,51,0,5.0,2,3,1,1,2,1685,2124
0,1,0,45189,1,13,63,2,4.1,2,3,2,0,0,1021,4969
5,3,2,13368,0,4,66,1,4.2,0,2,0,1,2,1046,2775
0,3,0,41336,1,10,13,2,4.1,1,3,0,0,2,583,3
3,0,0,37607,1,5,73,1,4.5,1,4,2,0,1,1344,2687
4,1,1,18344,1,9,68,1,4.9,0,6,2,0,2,1663,2513
2,2,0,5038,0,6,17,2,3.9,2,5,0,0,1,1852,3
6,0,1,5835,0,8,23,2,4.6,2,1,1,1,1,1654,3
3,1,0,48048,1,0,40,0,3.6,1,4,2,0,0,1080,1203
3,3,0,36211,0,5,0,1,4.9,0,4,1,0,2,1983,3
1,0,1,38685,0,3,37,1,3.6,1,0,1,0,1,1023,4540
2,0,0,35597,0,6,45,0,4.0,0,5,2,1,0,813,4065
6,3,1,40256,1,8,68,1,4.0,0,1,0,1,0,1547,1385
1,1,0,26925,1,7,35,0,3.8,2,0,2,0,1,520,1406
5,2,2,19288,0,1,34,0,4.2,2,2,1,1,1,943,3
6,2,0,10110,1,11,17,2,4.5,0,1,0,1,2,850,2520
0,0,0,16683,1,10,0,1,4.1,0,3,0,1,0,1995,1041
5,3,2,12468,1,1,63,0,3.9,0,2,2,1,2,1819,2005
4,0,0,40830,1,9,0,1,4.7,1,6,2,1,2,958,3577
4,0,2,24468,1,9,34,1,3.8,1,6,2,0,2,1395,3385
5,1,0,22551,1,4,81,0,4.6,1,2,1,1,2,1854,3
0,1,2,33816,1,13,51,1,5.0,0,3,0,0,2,1876,3
2,0,0,20584,1,2,51,2,4.8,0,5,1,1,1,1132,4839
3,3,2,44185,0,5,60,0,4.6,2,4,1,0,2,1032,2119
5,2,1,46664,1,4,13,1,3.8,2,2,1,0,1,1728,1788
5,1,1,16719,0,1,0,2,3.8,0,2,1,0,2,1963,3948
2,3,2,26307,1,6,4,0,4.6,2,5,0,0,1,1602,2407
6,3,2,32158,1,8,68,1,3.6,2,1,1,1,2,916,4640
2,1,1,28716,1,6,75,0,4.4,0,5,1,1,0,660,3532
3,2,2,5498,0,5,51,2,4.0,1,4,2,1,1,718,2265
1,1,0,23318,0,3,26,0,4.0,2,0,1,1,0,643,3
5,2,2,40206,1,1,0,2,3.7,1,2,0,1,0,1242,3
5,1,0,17465,0,1,0,0,4.9,0,2,0,0,1,1762,3
5,0,2,45220,1,4,73,1,3.6,1,2,2,0,1,1728,3
4,2,2,33748,1,12,17,2,4.4,2,6,1,0,0,1445,3
0,3,0,41538,1,13,13,2,3.8,1,3,1,0,2,1607,3
3,0,1,19497,0,5,68,2,5.0,0,4,0,0,0,1966,1981
1,1,2,42471,0,3,51,0,4.3,2,0,2,1,0,1044,4887
0,2,0,17272,1,13,34,1,3.8,1,3,0,0,2,695,3
0,0,0,34003,0,13,47,0,4.0,1,3,0,1,2,1821,3
2,2,1,5031,0,6,43,1,4.7,1,5,2,1,0,681,3
1,2,1,41455,0,3,26,0,4.3,0,0,2,0,2,668,2616
5,2,0,31930,0,1,19,0,3.6,1,2,0,1,2,1732,4629
2,2,1,15403,1,6,17,1,4.2,1,5,0,1,1,892,1527
5,1,2,15141,1,4,34,2,3.5,2,2,1,0,1,1361,4449
6,1,1,37958,1,8,9,2,5.0,1,1,2,0,1,1106,3473
4,0,0,26398,0,9,65,2,4.1,1,6,2,1,0,1684,1960
5,3,0,41039,1,1,48,2,4.5,2,2,2,1,1,585,1050
1,1,2,28023,1,7,67,2,3.6,1,0,2,1,1,1543,2242
2,2,1,9362,0,6,59,0,3.6,2,5,0,0,0,1949,2617
0,2,1,16827,0,13,35,0,4.5,2,3,1,1,0,1616,3308
2,2,1,5810,1,6,51,0,4.4,1,5,0,0,1,1627,2252
4,1,1,38906,0,9,43,2,4.0,1,6,1,1,0,1222,4363
0,1,0,16836,0,13,7,2,4.2,2,3,2,1,1,656,1332
5,0,2,32264,1,1,0,1,3.8,1,2,0,1,1,637,3
6,2,0,49983,0,8,25,2,4.7,1,1,0,1,2,1071,3
3,2,0,40872,0,0,60,0,4.8,1,4,2,1,1,795,3
0,2,1,11509,0,13,67,0,4.6,1,3,0,0,0,1573,2079
4,0,2,17827,0,12,34,1,4.9,2,6,0,0,1,549,3
6,1,0,35709,0,11,28,0,4.9,0,1,1,1,2,999,4055
1,2,1,43904,1,7,70,2,4.3,2,0,2,1,0,1776,1486
5,0,2,38002,1,4,13,1,4.8,1,2,0,0,1,1370,2587
4,0,0,41652,0,12,68,0,4.2,0,6,0,1,0,802,3
6,2,0,7410,1,11,18,2,4.2,1,1,2,1,2,2000,3
6,3,2,48493,1,11,68,2,3.9,0,1,0,0,0,1206,3
5,2,1,30418,1,1,42,1,4.6,2,2,1,1,2,520,3
3,0,2,5728,0,5,34,1,3.9,1,4,0,0,1,1843,2120
1,3,0,21898,1,3,34,1,3.8,2,0,2,1,2,764,1107
2,3,0,15335,1,6,51,2,4.3,2,5,2,1,1,1624,2250
2,2,0,11596,0,6,50,1,4.1,0,5,0,1,0,1142,1801
0,3,1,10124,1,10,19,2,3.7,2,3,1,1,2,892,3073
3,1,2,9085,0,5,68,1,3.7,1,4,0,1,2,729,3
0,3,0,24323,0,13,17,0,4.5,0,3,2,1,2,1431,4485
0,2,0,20653,1,10,68,1,4.0,2,3,2,1,2,1569,3
4,3,2,36088,1,12,29,1,4.9,0,6,0,1,2,1840,3879
0,3,1,6614,1,13,0,0,4.2,1,3,1,1,1,646,2048
6,2,1,40500,0,8,47,0,4.3,1,1,0,1,0,678,3502
5,0,0,32897,1,4,51,1,4.6,0,2,1,1,1,1335,4855
2,1,1,24185,1,6,33,1,3.9,1,5,0,0,0,933,2295
3,3,0,33214,1,0,34,0,3.6,2,4,1,0,1,1588,3247
5,3,2,22912,0,1,48,2,4.1,1,2,2,1,1,1532,3
1,1,0,25934,1,3,22,2,4.1,0,0,0,0,0,1463,3
2,1,0,44839,0,6,81,2,4.6,0,5,2,0,2,1781,3
2,1,0,36289,0,6,18,2,3.5,0,5,2,0,2,1915,3
5,3,2,42991,0,1,34,0,4.3,2,2,2,1,1,804,3
4,0,0,40044,0,9,22,1,4.6,2,6,2,0,2,1288,3477
0,1,1,45548,0,10,69,1,4.8,1,3,2,0,2,1588,2585
1,1,0,32021,0,3,17,2,4.5,2,0,2,0,1,573,3
0,1,2,10685,0,10,77,0,4.1,1,3,0,0,1,1976,4728
6,1,2,28911,0,8,84,0,3.6,2,1,1,0,0,648,4509
4,2,1,42006,1,12,68,1,4.4,2,6,0,1,0,690,2984
1,3,1,27716,0,3,39,1,4.4,1,0,0,0,0,1351,2615
4,1,2,11846,0,12,5,2,4.4,2,6,0,0,2,1579,3838
4,0,1,37277,0,12,60,1,4.5,1,6,0,1,2,525,3
0,3,2,39935,0,13,34,1,4.3,0,3,1,0,1,695,1022
6,0,1,40976,1,11,0,2,3.6,0,1,2,1,2,1681,3
1,2,0,17402,0,7,0,1,4.1,2,0,1,1,0,1989,3
4,3,2,26808,1,9,17,0,3.9,1,6,1,0,2,1856,3606
3,1,1,35367,1,5,64,2,4.2,2,4,2,1,2,905,4081
1,3,0,6965,0,7,51,1,3.6,0,0,1,1,2,530,1736
4,3,0,13214,1,12,47,0,3.6,1,6,2,1,2,1915,3
1,0,1,19286,0,7,18,2,4.0,0,0,2,0,1,1436,2135
5,3,2,32562,0,1,35,0,5.0,2,2,0,1,1,1763,4102
2,3,2,38569,1,6,64,1,3.6,0,5,0,0,2,889,1236
4,1,2,21490,0,12,51,2,4.4,1,6,0,1,1,1130,4220
6,1,2,12560,1,11,45,1,4.5,0,1,2,0,1,745,3920
4,2,0,13866,0,9,17,2,4.5,2,6,0,1,1,1716,4495
4,2,0,26856,0,9,26,2,3.7,2,6,0,1,0,775,3107
1,2,0,9820,1,7,30,0,4.8,0,0,0,0,0,1038,3
3,3,2,28138,1,0,9,1,4.1,2,4,1,1,0,1270,2078
5,3,2,47750,1,4,24,2,3.6,1,2,1,1,0,1076,3
3,3,1,17898,1,5,68,2,4.0,0,4,1,1,2,1147,3
3,0,2,34705,0,5,32,1,3.9,1,4,1,1,0,1795,4265
2,3,2,7558,1,6,8,0,4.4,1,5,0,0,2,747,1404
6,2,2,42302,1,8,60,0,4.5,1,1,1,1,2,751,2229
0,2,2,22814,0,13,51,0,4.0,2,3,1,1,1,1007,3
0,3,1,28964,1,10,48,1,3.9,2,3,1,1,0,908,2044
4,1,1,40155,1,12,45,1,4.2,1,6,2,1,2,590,3
2,2,2,24871,1,6,82,2,3.7,1,5,2,0,0,1644,2331
3,2,0,43184,1,0,76,0,4.7,2,4,0,0,2,696,3
4,3,0,24542,0,12,26,0,4.0,1,6,2,0,0,1431,3
2,3,2,16909,1,6,0,2,4.8,0,5,2,1,0,1828,3
3,0,2,8770,1,0,1,2,4.2,2,4,1,1,0,561,2453
5,2,1,15683,0,4,39,2,4.2,2,2,2,0,1,1295,3306
2,0,0,41033,0,6,64,2,3.7,2,5,1,0,1,1747,3
5,0,2,20458,0,1,55,0,4.1,1,2,2,1,0,1268,2825
1,1,1,47367,1,3,35,0,4.7,1,0,0,1,1,1380,2889
1,0,2,42266,0,3,4,1,4.7,2,0,1,1,1,1200,3
4,1,0,43440,1,12,17,0,4.9,2,6,2,0,1,1381,3
3,2,2,37799,0,0,4,1,4.5,1,4,2,0,1,884,4539
6,1,2,13901,1,8,47,1,4.8,0,1,2,1,0,812,1578
2,3,2,30652,1,2,39,0,3.9,2,5,0,1,0,1453,3
6,0,0,17965,1,8,43,0,4.4,0,1,0,0,1,1275,3344
5,0,1,36029,1,1,68,2,3.6,0,2,0,1,0,1497,4317
2,2,0,11905,0,6,30,1,4.3,0,5,0,1,2,1635,3
3,1,0,21526,0,5,52,0,5.0,0,4,2,0,2,1505,3891
3,0,1,14102,0,0,61,2,4.4,1,4,0,0,2,1171,3
6,1,1,30778,1,11,7,2,4.7,2,1,1,0,0,602,4973
2,1,1,31793,0,2,8,1,4.2,0,5,2,1,0,1103,2685
3,0,1,33566,0,0,19,0,4.9,2,4,1,1,2,1425,3
4,3,0,21540,0,9,10,2,5.0,0,6,2,0,0,1497,3018
5,0,2,27822,0,4,68,1,4.4,2,2,1,0,2,961,2912
2,3,1,33476,1,6,51,2,4.4,2,5,0,1,2,1539,1074
2,0,0,7139,0,2,9,0,3.7,0,5,0,1,0,1495,3
4,1,0,16961,1,9,3,1,4.7,2,6,0,1,2,1002,3342
1,0,1,29259,0,3,17,0,3.7,2,0,0,0,2,1951,4030
4,1,1,20793,0,12,1,0,4.9,2,6,0,1,2,1410,2044
4,0,2,5620,0,9,84,2,3.7,1,6,1,0,0,962,3297
4,1,2,22202,1,9,18,0,4.7,1,6,1,1,1,1788,1160
5,3,0,16391,1,1,0,2,4.6,2,2,2,0,0,1368,3372
0,3,2,18121,0,10,83,2,4.6,2,3,1,1,0,1830,3
5,0,0,43428,0,4,28,2,4.5,1,2,2,1,0,1397,1065
4,2,2,40130,1,12,51,0,4.4,0,6,0,1,2,1159,3105
4,1,1,46698,1,12,34,2,4.4,0,6,2,0,2,1159,3
4,1,2,13101,1,9,0,0,4.6,1,6,2,1,1,1237,4994
0,0,2,38818,0,13,45,0,4.3,2,3,1,1,0,746,1019
2,3,0,48275,0,2,36,2,4.0,1,5,0,0,0,1902,3949
2,2,1,10400,0,2,60,1,4.5,0,5,1,0,1,1793,3539
5,2,0,47394,1,1,51,1,3.8,1,2,2,1,2,1132,3
6,2,0,20821,1,8,5,2,4.0,0,1,1,1,2,1946,2045
5,0,0,12949,0,4,0,2,3.5,2,2,2,0,2,1652,3064
0,3,2,11264,0,13,51,2,4.9,2,3,1,1,0,848,3477
1,1,0,32609,1,7,20,1,4.4,0,0,2,1,1,544,1526
4,0,0,8721,1,9,34,2,5.0,2,6,2,1,0,589,1456
2,1,1,34835,1,2,47,2,3.9,0,5,2,1,1,1546,3
3,2,2,34593,1,5,81,1,4.8,2,4,2,0,0,1643,1297
5,0,2,11217,1,4,9,0,3.9,1,2,0,0,2,1120,3
5,0,2,33682,1,4,68,0,4.8,0,2,2,1,2,517,2445
2,3,1,28130,0,6,25,2,4.1,0,5,0,1,2,1518,4396
6,2,2,46918,1,8,17,1,4.7,0,1,2,0,1,1966,3
4,2,0,44802,0,9,28,2,3.5,0,6,2,1,0,1719,2078
3,0,0,28386,1,5,78,2,5.0,0,4,1,0,2,598,4481
0,0,1,19574,0,10,17,0,5.0,1,3,0,0,1,1543,1025
3,2,0,14652,1,5,50,2,4.6,2,4,1,1,2,1485,3924
0,1,1,21631,0,13,28,2,4.8,0,3,2,1,1,1692,2670
5,0,0,32385,1,4,28,0,4.0,1,2,0,1,2,889,2546
4,0,1,23079,1,9,18,1,4.5,2,6,0,0,0,1611,3786
6,0,0,22318,0,8,0,2,3.8,1,1,1,0,2,1883,4091
0,0,2,6231,1,13,44,1,4.5,2,3,0,1,2,803,4693
3,1,0,6147,1,0,51,1,3.7,2,4,1,0,0,801,1533
2,1,1,34589,0,6,15,1,4.3,0,5,2,1,1,1889,1107
4,3,2,28380,1,12,69,2,4.2,0,6,1,0,0,1267,3
3,2,0,44217,0,0,39,2,4.5,2,4,1,0,1,972,1131
2,0,1,45087,0,2,73,0,4.6,0,5,2,1,0,1758,3
1,1,0,35114,0,3,35,1,4.0,1,0,0,0,1,1216,3
0,1,1,6324,0,10,26,1,4.5,0,3,0,1,1,1115,3
5,3,1,43910,1,4,26,0,4.0,2,2,1,0,0,1175,2527
6,0,0,34141,1,8,50,1,3.7,2,1,2,0,0,1314,2572
2,2,1,42408,1,6,31,1,4.6,1,5,2,1,0,1491,2093
0,0,0,32858,1,10,67,1,4.4,0,3,1,0,0,1142,1809
6,2,2,36418,0,11,81,2,3.5,2,1,1,0,0,1910,3
2,3,1,24453,0,6,51,1,5.0,0,5,1,0,0,1023,3
4,1,0,19634,1,9,0,1,4.5,0,6,0,1,0,708,3807
6,0,1,43926,1,8,64,0,4.0,0,1,2,0,0,827,1514
3,2,1,30227,0,5,56,0,3.8,2,4,2,1,1,1500,3
0,1,0,8730,1,13,17,1,4.9,1,3,0,1,2,1620,3
1,2,0,43222,0,3,30,2,3.8,2,0,0,0,0,1054,4138
2,3,2,28178,0,6,77,1,4.4,0,5,1,1,1,1539,2175
0,2,0,43241,1,13,41,1,4.0,1,3,2,0,1,671,1284
3,1,2,22758,0,5,64,0,4.9,0,4,1,1,1,666,4692
5,1,1,15103,1,4,13,0,4.4,2,2,0,0,0,716,2177
0,0,2,7535,0,10,32,1,4.4,0,3,1,0,0,1383,3
6,2,1,13997,0,8,59,1,4.4,2,1,2,0,2,1062,2328
2,2,0,44727,0,6,34,0,4.2,2,5,1,0,2,1570,3
0,2,2,9922,1,13,9,0,3.5,2,3,2,0,1,1508,3
5,1,2,17500,1,4,34,0,4.7,1,2,0,0,2,869,3649
6,0,2,18802,1,8,52,1,3.9,0,1,0,1,2,1697,2730
4,1,0,43601,1,9,51,1,3.8,2,6,2,0,0,1374,3929
0,1,2,29183,1,10,69,0,4.3,0,3,2,0,0,1884,2344
3,3,0,14582,1,5,73,2,4.0,1,4,0,1,2,892,4381
3,1,2,32392,1,0,53,2,3.7,1,4,0,1,1,541,3
5,1,1,19345,1,4,56,0,4.8,2,2,0,1,2,1644,3
5,3,0,47386,1,1,0,2,4.5,2,2,1,1,0,1034,3
5,2,1,11120,1,4,38,0,4.4,0,2,0,1,0,1616,3
0,3,2,44648,0,10,17,2,3.7,1,3,0,0,0,1124,1916
5,2,2,37928,0,1,0,0,3.9,0,2,1,0,1,1060,3
4,2,0,42556,1,9,0,2,4.6,2,6,1,0,1,661,4753
5,3,2,17338,1,4,51,0,4.9,2,2,2,0,0,1364,4001
3,3,0,26250,1,0,56,0,4.1,1,4,2,0,2,745,4047
2,2,1,25410,1,2,78,2,3.8,2,5,2,1,2,1474,3511
5,0,2,13455,1,4,20,0,3.5,0,2,0,1,0,666,1413
6,3,2,45003,0,8,39,1,3.6,0,1,0,0,2,1392,4249
5,3,0,7776,0,4,65,1,3.7,2,2,0,1,2,1194,2892
2,0,2,20265,0,6,81,0,3.8,2,5,1,0,0,1854,2401
6,3,0,40864,1,8,30,1,4.2,1,1,1,0,0,614,3
5,3,1,30236,1,1,76,1,3.9,1,2,1,1,2,1269,3
3,3,1,36990,1,0,64,0,4.3,2,4,1,0,0,832,3124
5,3,0,8417,0,1,50,1,3.9,2,2,1,1,1,689,4761
2,1,0,20603,0,2,65,2,3.8,1,5,1,0,1,808,3943
